"Chan","T2","Pvals","df1","df2","xpos","ypos","Pvals_cuts"
54,0.0251614729568486,0.01786160468694,2,320,-0.050987,-0.076676,"<.05"
55,0.0140128373871695,0.104965197809358,2,320,5.8045e-18,-0.047397,"ns"
56,0.00845994504086274,0.255463761817207,2,320,-0.41976,-0.1671,"ns"
57,0.0168700695081975,0.0665452578845452,2,320,-0.33631,-0.19112,"ns"
58,0.0391460791829316,0.00199081185066685,2,320,-0.22492,-0.21452,"<.005"
59,0.0361867182653036,0.00315929014656868,2,320,-0.15297,-0.18922,"<.005"
60,0.0226056975888421,0.0267601377370623,2,320,-0.10478,-0.15427,"<.05"
61,0.00775123807507042,0.286276042965906,2,320,-0.054807,-0.12811,"ns"
62,0.106440338999451,7.72700443629759e-08,2,320,1.1987e-17,-0.097882,"<.0001"
63,0.0050140939847357,0.444756521197593,2,320,-0.349,-0.28153,"ns"
64,0.0036223110061144,0.556693249578216,2,320,-0.25813,-0.2804,"ns"
65,0.0245796784942136,0.0195815745828796,2,320,-0.16624,-0.26054,"<.05"
66,0.0144826554454171,0.0973780342087237,2,320,-0.10296,-0.21873,"ns"
67,0.00555527883166431,0.407614410477595,2,320,-0.04676,-0.18643,"ns"
68,0.0255894506148737,0.0166941398405982,2,320,-0.22108,-0.37388,"<.05"
69,0.00604576319125016,0.376654049046157,2,320,-0.1585,-0.34149,"ns"
70,0.020287118165564,0.038649760480473,2,320,-0.093018,-0.29235,"<.05"
71,0.066255009571314,3.07804513852705e-05,2,320,-0.039316,-0.23611,"<.0001"
72,0.133999851862773,1.44330680740268e-09,2,320,2.5091e-17,-0.20489,"<.0001"
73,0.0650325541630746,3.70613798872377e-05,2,320,-0.10679,-0.41491,"<.0001"
74,0.134106491770748,1.42151868054441e-09,2,320,-0.049033,-0.36828,"<.0001"
75,0.246164939336801,3.33066907387547e-16,2,320,3.6897e-17,-0.30129,"<.0001"
76,0.0949898767786034,4.15981928236775e-07,2,320,0.039316,-0.23611,"<.0001"
77,0.0327501239050203,0.0054102859663212,2,320,0.04676,-0.18643,"<.01"
78,0.0215470276431864,0.0316477868358016,2,320,0.054807,-0.12811,"<.05"
79,0.0120718135370524,0.143161957102442,2,320,0.050987,-0.076676,"ns"
80,0.00732554421209416,0.306554808690079,2,320,0.044495,-0.015575,"ns"
81,0.156764272490368,5.79709613646173e-11,2,320,5.188e-17,-0.42363,"<.0001"
82,0.164116162373739,2.08086881059444e-11,2,320,0.049033,-0.36828,"<.0001"
83,0.0438730396768908,0.00095471687457005,2,320,0.093018,-0.29235,"<.001"
84,0.00104392565229183,0.844486403473287,2,320,0.10296,-0.21873,"ns"
85,0.00167740965273425,0.762227763399608,2,320,0.10478,-0.15427,"ns"
86,0.00478901776373002,0.461189616647368,2,320,0.099452,-0.09574,"ns"
87,0.0153011257282523,0.0854539815998607,2,320,0.091723,-0.035635,"ns"
88,0.142492363904936,4.31742197548601e-10,2,320,0.10679,-0.41491,"<.0001"
89,0.0572261849787053,0.000121936750874352,2,320,0.1585,-0.34149,"<.0005"
90,0.00330399976539174,0.586047361372652,2,320,0.16624,-0.26054,"ns"
91,0.00614913338555736,0.370437189954231,2,320,0.15297,-0.18922,"ns"
92,0.00883660074618274,0.240469197112718,2,320,0.15394,-0.11866,"ns"
93,0.011875917647721,0.147721915521073,2,320,0.15112,-0.059346,"ns"
94,0.0439892158145003,0.000937667855432922,2,320,0.22108,-0.37388,"<.001"
95,0.00535247173688717,0.421152910451754,2,320,0.25813,-0.2804,"ns"
96,0.00034852966428531,0.94511199464476,2,320,0.22492,-0.21452,"ns"
97,0.00266526874601042,0.649734153650625,2,320,0.20096,-0.14301,"ns"
98,0.00512010253410207,0.437222081337533,2,320,0.19145,-0.085584,"ns"
99,0.00582082850163973,0.390547243111428,2,320,0.349,-0.28153,"ns"
100,0.00492005352147527,0.451549639554252,2,320,0.33631,-0.19112,"ns"
101,0.000202430896787684,0.967741333369006,2,320,0.27341,-0.16219,"ns"
102,0.000665692862290056,0.897801828113985,2,320,0.24052,-0.075603,"ns"
103,0.00506228744141528,0.441315162099956,2,320,0.19461,-0.022574,"ns"
104,0.017002783355157,0.0651534401548947,2,320,0.14086,0.0073253,"ns"
105,0.0205700079774873,0.0369527889932427,2,320,0.089234,0.023191,"<.05"
106,0.0376271931794522,0.00252286818588987,2,320,0.028292,0.036037,"<.005"
107,0.00750432349161895,0.297867910374385,2,320,0.41976,-0.1671,"ns"
108,0.0040681121974263,0.518051499052716,2,320,0.31837,-0.081339,"ns"
109,0.00225521187235943,0.694246743685092,2,320,0.25598,0.0011134,"ns"
110,0.0141626800547943,0.102482875091552,2,320,0.1832,0.042556,"ns"
111,0.0342552503750645,0.00427366231967219,2,320,0.12367,0.07006,"<.005"
112,0.0372601288268455,0.00267163006503723,2,320,0.058411,0.078036,"<.005"
113,0.00586853097290928,0.387558422341144,2,320,0.46317,0.03064,"ns"
114,0.00387383728732107,0.534547802090555,2,320,0.39898,0.074566,"ns"
115,0.00840201926251877,0.257851829631745,2,320,0.33383,0.039461,"ns"
116,0.0107046128499271,0.178205672911795,2,320,0.22865,0.099464,"ns"
117,0.0281178157959297,0.011204373686915,2,320,0.15612,0.11703,"<.05"
118,0.0386353060879074,0.00215578075546752,2,320,0.097709,0.1308,"<.005"
119,0.00581340622344726,0.391014370141231,2,320,0.45895,0.17222,"ns"
120,0.00430746073633715,0.498430373478386,2,320,0.41311,0.15319,"ns"
121,0.00545978285833829,0.413933864223326,2,320,0.34659,0.19108,"ns"
122,0.0245357768813129,0.0197179337483897,2,320,0.27006,0.17418,"<.05"
123,0.0191304834856455,0.0464441017231771,2,320,0.1756,0.16852,"<.05"
124,0.0265034283982181,0.0144514935103652,2,320,0.12335,0.16655,"<.05"
125,0.00437463011440805,0.493059613357825,2,320,0.3348,0.24755,"ns"
126,0.00756926395394289,0.294774144853588,2,320,0.22208,0.39445,"ns"
127,0.00454044272782256,0.480049455867104,2,320,-0.22208,0.39445,"ns"
128,0.00615037861194439,0.370362932753756,2,320,-0.3348,0.24755,"ns"
