"Chan","T2","Pvals","df1","df2","xpos","ypos","Pvals_cuts"
59,0.0326959017898744,0.000225755186172627,2,518,-0.15297,-0.18922,"<.0005"
60,0.0264859538577316,0.00108933279440648,2,518,-0.10478,-0.15427,"<.005"
61,0.00591238909109757,0.214691170055809,2,518,-0.054807,-0.12811,"ns"
62,0.00368364220184541,0.383026706958888,2,518,1.1987e-17,-0.097882,"ns"
63,0.000608754950627,0.853135982387702,2,518,-0.349,-0.28153,"ns"
64,0.00281616370852454,0.479995889625645,2,518,-0.25813,-0.2804,"ns"
65,0.00732197291911522,0.148968690901706,2,518,-0.16624,-0.26054,"ns"
66,0.0195283433404079,0.00642605330509749,2,518,-0.10296,-0.21873,"<.01"
67,0.0112755437727226,0.0535937461795839,2,518,-0.04676,-0.18643,"ns"
68,0.000267545692125549,0.932561652916139,2,518,-0.22108,-0.37388,"ns"
69,0.00144892532389767,0.685303349541214,2,518,-0.1585,-0.34149,"ns"
70,0.000764518320641522,0.819170974843749,2,518,-0.093018,-0.29235,"ns"
71,0.00632099513142413,0.193099911497886,2,518,-0.039316,-0.23611,"ns"
72,0.00355270441950366,0.39629359045153,2,518,2.5091e-17,-0.20489,"ns"
73,0.00314586765667512,0.440531759057204,2,518,-0.10679,-0.41491,"ns"
74,0.0104472117223571,0.0663727365252806,2,518,-0.049033,-0.36828,"ns"
75,0.00419685093525465,0.335186466540568,2,518,3.6897e-17,-0.30129,"ns"
76,0.00281626879633744,0.479982761773579,2,518,0.039316,-0.23611,"ns"
77,0.00626037925594727,0.196159639413363,2,518,0.04676,-0.18643,"ns"
78,0.00292040220150996,0.467149672907478,2,518,0.054807,-0.12811,"ns"
79,0.00169397822410328,0.64290945842875,2,518,0.050987,-0.076676,"ns"
80,0.00319141882026938,0.435341825575988,2,518,0.044495,-0.015575,"ns"
81,0.00601149037283924,0.209241610105352,2,518,5.188e-17,-0.42363,"ns"
82,0.00835008430639185,0.114148632497529,2,518,0.049033,-0.36828,"ns"
83,0.0013240054350413,0.707983074517786,2,518,0.093018,-0.29235,"ns"
84,0.00853388812915813,0.108845915793111,2,518,0.10296,-0.21873,"ns"
85,0.0100567093219631,0.0734177191975343,2,518,0.10478,-0.15427,"ns"
86,0.0131234287392242,0.0332811606383918,2,518,0.099452,-0.09574,"<.05"
87,0.00163559836872435,0.652763915580317,2,518,0.091723,-0.035635,"ns"
88,0.00441887777911529,0.316394060573345,2,518,0.10679,-0.41491,"ns"
89,0.00151582456337037,0.673458872761281,2,518,0.1585,-0.34149,"ns"
90,0.00210063852430077,0.578285741098528,2,518,0.16624,-0.26054,"ns"
91,0.0226446315571304,0.00289774326151115,2,518,0.15297,-0.18922,"<.005"
92,0.0395989080236103,3.96893353835637e-05,2,518,0.15394,-0.11866,"<.0001"
93,0.0312643672948397,0.000324218164675871,2,518,0.15112,-0.059346,"<.0005"
94,0.0018512835487027,0.617093420275855,2,518,0.22108,-0.37388,"ns"
95,0.00182511629219981,0.62131453361703,2,518,0.25813,-0.2804,"ns"
96,0.0105825114530996,0.0640935288997019,2,518,0.22492,-0.21452,"ns"
97,0.0364560967188446,8.74513967800139e-05,2,518,0.20096,-0.14301,"<.0001"
98,0.0536962408716626,1.18154145978266e-06,2,518,0.19145,-0.085584,"<.0001"
99,0.00106732409633912,0.756977396414329,2,518,0.349,-0.28153,"ns"
100,0.00618648490375025,0.199955539567351,2,518,0.33631,-0.19112,"ns"
101,0.0180545140396134,0.00937344919790783,2,518,0.27341,-0.16219,"<.01"
102,0.0381195145257468,5.75499821514613e-05,2,518,0.24052,-0.075603,"<.0001"
103,0.0385268738507239,5.19502422702267e-05,2,518,0.19461,-0.022574,"<.0001"
104,0.0144318298248505,0.0237640782686276,2,518,0.14086,0.0073253,"<.05"
105,0.000565000356258734,0.862928770568168,2,518,0.089234,0.023191,"ns"
106,0.00714353038838704,0.156018198396098,2,518,0.028292,0.036037,"ns"
107,0.00340204850045329,0.412130156064214,2,518,0.41976,-0.1671,"ns"
108,0.00463791472423627,0.298891167007563,2,518,0.31837,-0.081339,"ns"
109,0.0209645117933821,0.00445049526754515,2,518,0.25598,0.0011134,"<.005"
110,0.0234499417596963,0.00235965894654799,2,518,0.1832,0.042556,"<.005"
111,0.0014225260177942,0.690034675531608,2,518,0.12367,0.07006,"ns"
112,0.00549912287013376,0.2389959051489,2,518,0.058411,0.078036,"ns"
113,0.000904853190794501,0.789734018988776,2,518,0.46317,0.03064,"ns"
114,0.000455817030869847,0.887860244965381,2,518,0.39898,0.074566,"ns"
115,0.000629837570845652,0.848457351013405,2,518,0.33383,0.039461,"ns"
116,0.00290341705418481,0.469219116182681,2,518,0.22865,0.099464,"ns"
117,0.00216162747909965,0.569172814051502,2,518,0.15612,0.11703,"ns"
118,0.00150481793188688,0.675393371861819,2,518,0.097709,0.1308,"ns"
119,0.000823577354811735,0.806650701749236,2,518,0.45895,0.17222,"ns"
120,0.0050169166352352,0.270869972810183,2,518,0.41311,0.15319,"ns"
121,0.00726313541807063,0.151257050883378,2,518,0.34659,0.19108,"ns"
122,0.000243979868385764,0.938313730156538,2,518,0.27006,0.17418,"ns"
123,0.000959510179075516,0.778558488450534,2,518,0.1756,0.16852,"ns"
124,0.000542287839321733,0.868056506428703,2,518,0.12335,0.16655,"ns"
125,0.00269586101874973,0.495263319594784,2,518,0.3348,0.24755,"ns"
126,0.00402318042199246,0.350663836764334,2,518,0.22208,0.39445,"ns"
127,0.0150992505143769,0.0200160066823153,2,518,-0.22208,0.39445,"<.05"
128,0.00540405303431717,0.244967138851354,2,518,-0.3348,0.24755,"ns"
