"Chan","Cond","Fvals","FdfNum","FdfDen","Pvals","xpos","ypos","Pvals_cuts","ges","pes","T2btw","T2btw_p","T2btw_df1","T2btw_df2","T2acr","T2acr_p","T2acr_df1","T2acr_df2","T2cbtw","T2cbtw_p","T2cbtw_df1","T2cbtw_df2","T2cacr","T2cacr_p","T2cacr_df1","T2cacr_df2"
15,"Speed",0.826298461152423,4,448,0.508869031114667,-6.9342e-17,0.28311,"ns",0.00656406611500631,0.00732363351826993,17.9816807946966,1.08573559125524e-05,2,27,19.8884187839985,9.22343135201231e-09,2,259,0.249887105647419,0.00162969755833164,2,54,0.03033916758545,0.000409781490714023,2,518
16,"Speed",0.410217806486583,4,448,0.801310325668077,-6.0391e-17,0.24656,"ns",0.00343042912787105,0.00364929287115848,28.8961285438028,1.95255003276884e-07,2,27,20.7454421808022,4.39709513244679e-09,2,259,0.384889984090972,8.7667721769602e-05,2,54,0.0431539901924281,1.62866426549613e-05,2,518
17,"Speed",0.987258668615304,4,448,0.414119381768189,-8.7824e-17,0.35857,"ns",0.00827424878964152,0.00873778760763524,21.3772431386443,2.72387305755295e-06,2,27,16.3201677526018,2.11133258209983e-07,2,259,0.259593149745758,0.00130654638918459,2,54,0.0274647790856115,0.00084946622932125,2,518
18,"Speed",0.630561673113665,4,448,0.64091899782263,-0.050145,0.23852,"ns",0.00546678265733758,0.00559849532619518,20.8213734948065,3.38363082530435e-06,2,27,15.156824005944,5.95722663865317e-07,2,259,0.247269804875195,0.00173031161457304,2,54,0.0318061870226024,0.000282691802204749,2,518
19,"Speed",0.217590536114323,4,448,0.928619697493394,-0.073707,0.18359,"ns",0.00172175168996282,0.001939005596848,23.9860418235947,1.02864725581853e-06,2,27,25.6556584477133,6.83169076864942e-11,2,259,0.266394074781719,0.00112030475675207,2,54,0.0310687963951453,0.000340667288508234,2,518
20,"Speed",0.785348972622641,4,448,0.535099363953621,-0.097709,0.1308,"ns",0.00561653547344712,0.00696321800461224,30.1945181984416,1.29939736970286e-07,2,27,37.4912696703115,4.9960036108132e-15,2,259,0.342016480207813,0.000214407200326061,2,54,0.036608021770433,8.41700093452413e-05,2,518
21,"Speed",0.788748760718888,4,448,0.532890676707009,-0.044058,0.32872,"ns",0.00672914031402047,0.00699315108453075,20.8475169562053,3.34902736032205e-06,2,27,19.6172188420881,1.16703946506647e-08,2,259,0.233209197280307,0.00239271340928204,2,54,0.0278630036054529,0.000767770219786801,2,518
22,"Speed",0.627870958289908,4,448,0.642836760596031,-0.083862,0.27643,"ns",0.00469926952750417,0.00557473876534904,16.8502052240261,1.77960592019355e-05,2,27,19.6243547044115,1.1598297322557e-08,2,259,0.232836462352355,0.00241348926284146,2,54,0.0297167766733986,0.000479765260617881,2,518
23,"Speed",0.164308609345822,4,448,0.956379881476891,-0.11004,0.2174,"ns",0.00134883917438263,0.00146489209787837,16.9594105681723,1.69537468390768e-05,2,27,18.2224145881968,3.94118206958893e-08,2,259,0.191697439255765,0.00637707868089321,2,54,0.0203547487996889,0.00520134775055281,2,518
24,"Speed",0.588203128127764,4,448,0.6713391721553,-0.12335,0.16655,"ns",0.00423321730576208,0.0052243761938218,20.3130129931474,4.13879209537615e-06,2,27,26.4518559658216,3.52093909583573e-11,2,259,0.252503630824869,0.00153516475083371,2,54,0.0275443854288695,0.000832465086229028,2,518
