"Chan","Cond","Fvals","FdfNum","FdfDen","Pvals","xpos","ypos","Pvals_cuts","ges","pes","T2btw","T2btw_p","T2btw_df1","T2btw_df2","T2acr","T2acr_p","T2acr_df1","T2acr_df2","T2cbtw","T2cbtw_p","T2cbtw_df1","T2cbtw_df2","T2cacr","T2cacr_p","T2cacr_df1","T2cacr_df2"
1,"Pattern",2.82012330559042,4,304,0.025328307307789,0.27061,0.25813,"<.05",0.0276977054906684,0.0357792298123746,6.51278229224283,0.00744689630458817,2,18,17.2390937020123,1.43351684855908e-07,2,178,0.320569778681692,0.00415181642590168,2,36,0.0745997576346846,2.386743792826e-06,2,356
2,"Pattern",1.44568812755783,4,304,0.218837860962874,0.18883,0.2394,"ns",0.013938591253413,0.0186671222441292,6.87845178534371,0.00603822362606077,2,18,17.7969461138788,8.99444470014998e-08,2,178,0.16590609994402,0.0475799644641208,2,36,0.0333763200264733,0.0027160462611886,2,356
3,"Pattern",1.10216825207254,4,304,0.355623421810891,0.11004,0.2174,"ns",0.0104447811296162,0.0142949060585324,4.34557144564046,0.028850145866097,2,18,11.1517374145083,2.73593125577065e-05,2,178,0.0458468504057779,0.408874827213127,2,36,0.00450586297536469,0.445208242159966,2,356
4,"Pattern",0.902024116859998,4,304,0.463042140641984,0.073707,0.18359,"ns",0.00886813295369079,0.0117295237312517,3.72261315916298,0.0443604235442852,2,18,7.8049990481598,0.000563388170932155,2,178,0.0220837330181863,0.646396031641673,2,36,0.000780066552313067,0.869048253328397,2,356
5,"Pattern",0.862326346705377,4,304,0.486884853254205,0.035595,0.13683,"ns",0.00867517878166697,0.0112191028777304,4.30698239578666,0.0296119047602545,2,18,7.93082958675955,0.000501878798633837,2,178,0.075983694634795,0.232487202290022,2,36,0.0138721587302742,0.0837736510285069,2,356
6,"Pattern",0.997137087619334,4,304,0.409316872337297,-2.187e-17,0.089291,"ns",0.00938226914102288,0.0129503138082217,4.70306231365398,0.0227417505263385,2,18,10.793347605177,3.76416760814458e-05,2,178,0.136342129151574,0.0789420516977852,2,36,0.0291585207423584,0.00566956751565528,2,356
7,"Pattern",1.04580553012754,4,304,0.383703869611343,-0.028292,0.036037,"ns",0.00953838904477432,0.0135738152509626,5.78223872830922,0.0114953097864424,2,18,15.0362996901429,9.25240757121415e-07,2,178,0.26824262355903,0.00913629922276238,2,36,0.0676620555742751,7.65166105520798e-06,2,356
8,"Pattern",1.52679179700848,4,304,0.194239914355515,0.15945,0.30209,"ns",0.0120065839678294,0.0196937311814236,9.62964491012492,0.00143331415846082,2,18,34.296155145077,2.51909604287448e-13,2,178,0.204766154239921,0.0249746078575104,2,36,0.0562366800699169,5.29988360864486e-05,2,356
9,"Pattern",1.08346434401769,4,304,0.364754887902382,0.083862,0.27643,"ns",0.00958106043183945,0.0140557297630302,5.88851067389969,0.0107775804999706,2,18,21.9966790014309,2.90483814779918e-09,2,178,0.153323007257919,0.0589192083508792,2,36,0.0342965180024588,0.00231410170165436,2,356
10,"Pattern",1.58108200618656,4,304,0.179193308546829,0.050145,0.23852,"ns",0.0155245030911965,0.0203797364679766,7.468395221728,0.00434831558401305,2,18,15.6056568907849,5.6924649838308e-07,2,178,0.0792507134969044,0.218914752909429,2,36,0.00671383044487127,0.299870196762049,2,356
11,"Pattern",1.38823638881083,4,304,0.23789989473381,-4.8953e-17,0.19987,"ns",0.0137862536713009,0.0179385970476974,2.0904305341544,0.152632469738845,2,18,3.41382326715748,0.035085132405783,2,178,0.0128651273592405,0.774543953403493,2,36,0.000951125873930499,0.842720122724324,2,356
12,"Pattern",3.22449513084645,4,304,0.0129880262607848,-0.035595,0.13683,"<.05",0.0269228695119118,0.0407007343564753,3.36875630242067,0.0571805448651945,2,18,4.25038737080402,0.0157326986245042,2,178,0.0376466533009416,0.478254900236668,2,36,0.00738301875020607,0.266067032159172,2,356
