"Chan","Cond","Fvals","FdfNum","FdfDen","Pvals","xpos","ypos","Pvals_cuts","ges","pes"
18,"Speed",2.28575840770064,4,304,0.0601628445390113,-0.050145,0.23852,"ns",0.0183874417914551,0.0291976274381446
19,"Speed",3.33579983262779,4,304,0.0107908323458182,-0.073707,0.18359,"<.05",0.026177280447601,0.0420465898076936
20,"Speed",2.12428925405233,4,304,0.0777244877873102,-0.097709,0.1308,"ns",0.0208747138234013,0.0271911498246641
21,"Speed",1.72158846554078,4,304,0.145046258927159,-0.044058,0.32872,"ns",0.0142127670983735,0.0221507112699334
22,"Speed",0.313753392158675,4,304,0.868704512530677,-0.083862,0.27643,"ns",0.00266877264697152,0.00411136103536107
23,"Speed",1.74194913282167,4,304,0.140627312927611,-0.11004,0.2174,"ns",0.015877475661335,0.0224068106376592
24,"Speed",1.64082898390112,4,304,0.163863006597364,-0.12335,0.16655,"ns",0.0162330746478607,0.0211335840352934
25,"Speed",0.850616681102646,4,304,0.494073858417492,-0.15945,0.30209,"ns",0.00771086884469002,0.0110684431412222
26,"Speed",0.314323295737967,4,304,0.868322654502322,-0.18883,0.2394,"ns",0.00339243218263343,0.00411879817789751
27,"Speed",3.03474483981755,4,304,0.0177889914752089,-0.1756,0.16852,"<.05",0.0313045956129341,0.0383976040660114
28,"Speed",3.21148656215556,4,304,0.0132719191375469,-0.15612,0.11703,"<.05",0.0336175286038209,0.0405431926799603
29,"Speed",1.76862762043912,4,304,0.135025581206891,-0.12367,0.07006,"ns",0.0161101309865604,0.0227421734773456
30,"Speed",1.72923279115871,4,304,0.143372362538735,-0.089234,0.023191,"ns",0.0147263388544161,0.0222468784145185
31,"Speed",0.203264030539861,4,304,0.936475099765262,-0.044495,-0.015575,"ns",0.00193186495444581,0.00266739270457495
32,"Speed",0.129647971074856,4,304,0.97153988570657,-0.27061,0.25813,"ns",0.00118875231033393,0.00170298923652077
33,"Speed",0.790912166178383,4,304,0.531801905498117,-0.27006,0.17418,"ns",0.00739403839505332,0.0102995542554153
34,"Speed",1.73503796710069,4,304,0.142113126543477,-0.22865,0.099464,"ns",0.0132048546634158,0.0223198960529871
35,"Speed",1.40535728932921,4,304,0.232071796261733,-0.1832,0.042556,"ns",0.0107999620301571,0.0181558142555457
36,"Speed",0.991501613169032,4,304,0.412364908244251,-0.14086,0.0073253,"ns",0.00969973318607507,0.0128780656617229
37,"Speed",0.133977979822492,4,304,0.969780145846311,-0.091723,-0.035635,"ns",0.00119021490585752,0.00175976592025705
38,"Speed",0.841893902510942,4,304,0.499474671087114,-0.34659,0.19108,"ns",0.00782365876500198,0.0109561836617282
39,"Speed",0.592813703075602,4,304,0.668090426164689,-0.33383,0.039461,"ns",0.00554015764077865,0.00773980840257077
40,"Speed",1.90123280452815,4,304,0.110133057185969,-0.25598,0.0011134,"ns",0.0173121045928382,0.0244056831462318
41,"Speed",1.59806725096857,4,304,0.174707483651051,-0.19461,-0.022574,"ns",0.0144885579873224,0.0205941630710992
42,"Speed",2.0036038602718,4,304,0.0939315730183624,-0.15112,-0.059346,"ns",0.0212556453060689,0.0256860421969844
43,"Speed",0.463087881579575,4,304,0.762810791902086,-0.41311,0.15319,"ns",0.0042707725594545,0.00605635862230377
44,"Speed",0.517467738124704,4,304,0.722954277465129,-0.39898,0.074566,"ns",0.00559891200565278,0.00676273997848045
45,"Speed",1.36098479323522,4,304,0.247441511643315,-0.31837,-0.081339,"ns",0.0136671168269978,0.0175926508287448
46,"Speed",0.438606633316924,4,304,0.780681294945807,-0.24052,-0.075603,"ns",0.00402378216487553,0.00573802496716039
47,"Speed",0.453642568311635,4,304,0.769715896174179,-0.19145,-0.085584,"ns",0.00417578196086556,0.00593356383126289
48,"Speed",0.985128968231611,4,304,0.415832233393618,-0.45895,0.17222,"ns",0.00975219526973754,0.0127963540677854
49,"Speed",1.09201387517344,4,304,0.360557964622825,-0.46317,0.03064,"ns",0.00944788092384625,0.0141650713255671
50,"Speed",1.2072669369936,4,304,0.307698499483741,-0.27341,-0.16219,"ns",0.0123667956119128,0.0156367008558768
51,"Speed",1.40379692034706,4,304,0.232597705844842,-0.20096,-0.14301,"ns",0.0146965636793768,0.0181360214382202
52,"Speed",0.456526050154495,4,304,0.767609072491815,-0.15394,-0.11866,"ns",0.00443783065369585,0.00597105405828954
53,"Speed",0.585108432027792,4,304,0.67365563062774,-0.099452,-0.09574,"ns",0.0053669538874094,0.00763997654383552
54,"Speed",0.225590741677205,4,304,0.923988457554887,-0.050987,-0.076676,"ns",0.00180034637550593,0.002959514507952
55,"Speed",0.713896410886132,4,304,0.582961588137167,5.8045e-18,-0.047397,"ns",0.00733303149828473,0.00930595947131198
56,"Speed",0.507722533248063,4,304,0.730097405009353,-0.41976,-0.1671,"ns",0.00646701900588351,0.00663622594473939
57,"Speed",0.448188702882325,4,304,0.773697551828127,-0.33631,-0.19112,"ns",0.00523922677244265,0.00586264646013028
58,"Speed",1.39006996592398,4,304,0.237269640339821,-0.22492,-0.21452,"ns",0.0134869525593736,0.0179618647009371
59,"Speed",0.908488209080761,4,304,0.459238037964163,-0.15297,-0.18922,"ns",0.00764597275423297,0.0118125870139454
60,"Speed",0.902851523602399,4,304,0.462553982125147,-0.10478,-0.15427,"ns",0.00633006065540179,0.0117401566484866
61,"Speed",2.05670618261177,4,304,0.0864408412260576,-0.054807,-0.12811,"ns",0.0145707833594825,0.0263488722903597
62,"Speed",6.81716081104211,4,304,2.88465836770035e-05,1.1987e-17,-0.097882,"<.0001",0.0438635334514496,0.082315799579224
63,"Speed",0.919287139330337,4,304,0.452932236923084,-0.349,-0.28153,"ns",0.0110567443091689,0.0119513216193119
64,"Speed",0.861563859138525,4,304,0.487350827937045,-0.25813,-0.2804,"ns",0.0089803508447307,0.0112092939029641
65,"Speed",1.08386745892496,4,304,0.364556131187173,-0.16624,-0.26054,"ns",0.00944942952371843,0.0140608858202725
66,"Speed",3.03121542964823,4,304,0.0178930520264524,-0.10296,-0.21873,"<.05",0.0213414743318209,0.0383546604106898
67,"Speed",4.60844091707638,4,304,0.00125935493672877,-0.04676,-0.18643,"<.005",0.0234593336805703,0.0571706990564075
68,"Speed",1.44852117123095,4,304,0.217933887389819,-0.22108,-0.37388,"ns",0.0141855933182529,0.0187030191064386
69,"Speed",3.41494889790654,4,304,0.0094552927790083,-0.1585,-0.34149,"<.01",0.0308378692796819,0.0430013359612772
70,"Speed",4.98460845322411,4,304,0.000663229382060958,-0.093018,-0.29235,"<.001",0.0371908402370129,0.0615500716547042
71,"Speed",10.4500401410151,4,304,6.06133167758977e-08,-0.039316,-0.23611,"<.0001",0.0581057007931468,0.120879529077942
72,"Speed",10.4235665062102,4,304,6.33676657045984e-08,2.5091e-17,-0.20489,"<.0001",0.0630211847102663,0.120610233152796
73,"Speed",6.03504765519494,4,304,0.000110020970904222,-0.10679,-0.41491,"<.0005",0.0499331185891334,0.0735666989621449
74,"Speed",11.461713502181,4,304,1.11655728520303e-08,-0.049033,-0.36828,"<.0001",0.0886295261224498,0.131048352967555
75,"Speed",18.2164885956436,4,304,1.99107727091603e-13,3.6897e-17,-0.30129,"<.0001",0.118652798303906,0.193347139839023
76,"Speed",15.0610844796148,4,304,3.03658136023145e-11,0.039316,-0.23611,"<.0001",0.0761065460472997,0.165395399864653
77,"Speed",8.29679118046703,4,304,2.30903630832383e-06,0.04676,-0.18643,"<.0001",0.0503723401183501,0.0984235706280304
78,"Speed",3.12626923673386,4,304,0.015288344402404,0.054807,-0.12811,"<.05",0.020668554803433,0.0395098779064198
79,"Speed",1.23567796031718,4,304,0.295705763021812,0.050987,-0.076676,"ns",0.0117982565822265,0.0159987973556995
80,"Speed",0.99131219509388,4,304,0.4124676547383,0.044495,-0.015575,"ns",0.00989430554855857,0.0128756370924283
81,"Speed",9.19899762836815,4,304,4.99415141110485e-07,5.188e-17,-0.42363,"<.0001",0.0797965350337652,0.107970725999542
82,"Speed",14.1566939753336,4,304,1.31706139870095e-10,0.049033,-0.36828,"<.0001",0.0989881004172261,0.157023215372192
83,"Speed",9.36688900188338,4,304,3.75930223038699e-07,0.093018,-0.29235,"<.0001",0.065343453687284,0.109725083242482
84,"Speed",2.96829141724186,4,304,0.0198515386022918,0.10296,-0.21873,"<.05",0.0155089120037565,0.0375883961013973
85,"Speed",2.05422556889991,4,304,0.0867777865032034,0.10478,-0.15427,"ns",0.0151185254351714,0.0263179290285394
86,"Speed",0.746568245186306,4,304,0.560934113272416,0.099452,-0.09574,"ns",0.00618346488851491,0.00972770851201066
87,"Speed",1.28626868044098,4,304,0.275328323138321,0.091723,-0.035635,"ns",0.0117294548232246,0.0166429134489514
88,"Speed",8.55250836746961,4,304,1.49491219150221e-06,0.10679,-0.41491,"<.0001",0.0699194905030544,0.101150261921266
89,"Speed",3.53817437061692,4,304,0.00769345286634762,0.1585,-0.34149,"<.01",0.0231053004502578,0.0444839776448779
90,"Speed",1.32615953920948,4,304,0.260119431281589,0.16624,-0.26054,"ns",0.00739419918597289,0.0171502056627684
