"Chan","T2","Pvals","df1","df2","xpos","ypos","Pvals_cuts"
41,0.0336300628976628,0.000240137687244069,2,500,-0.19461,-0.022574,"<.0005"
42,0.039742159580093,5.43740124405723e-05,2,500,-0.15112,-0.059346,"<.0001"
43,0.00936179634129834,0.0955495016753819,2,500,-0.41311,0.15319,"ns"
44,0.00382799458339151,0.381822937727647,2,500,-0.39898,0.074566,"ns"
45,0.00521229512464976,0.269803907011231,2,500,-0.31837,-0.081339,"ns"
46,0.0257752387833833,0.00164105754885657,2,500,-0.24052,-0.075603,"<.005"
47,0.0285991852584365,0.000820934353986669,2,500,-0.19145,-0.085584,"<.001"
48,0.00417610658509313,0.349878246061374,2,500,-0.45895,0.17222,"ns"
49,0.0100926965284937,0.0796184642049833,2,500,-0.46317,0.03064,"ns"
50,0.00956995535492811,0.0907115024892229,2,500,-0.27341,-0.16219,"ns"
51,0.0149999883031054,0.0234776793774318,2,500,-0.20096,-0.14301,"<.05"
52,0.0182564643287591,0.010474519234867,2,500,-0.15394,-0.11866,"<.05"
53,0.018357642290466,0.0102155462597961,2,500,-0.099452,-0.09574,"<.05"
54,0.0137229925390626,0.0322417135284336,2,500,-0.050987,-0.076676,"<.05"
55,0.000813691619920133,0.814674816980956,2,500,5.8045e-18,-0.047397,"ns"
56,0.00673388572593805,0.184297141023125,2,500,-0.41976,-0.1671,"ns"
57,0.00217328739046563,0.578643090400779,2,500,-0.33631,-0.19112,"ns"
58,0.025202267890452,0.00188912308569433,2,500,-0.22492,-0.21452,"<.005"
59,0.01388390360151,0.0309777107237669,2,500,-0.15297,-0.18922,"<.05"
60,5.08895579171546e-05,0.987258035386431,2,500,-0.10478,-0.15427,"ns"
61,0.00584875473765119,0.230027016506203,2,500,-0.054807,-0.12811,"ns"
62,0.0360602451363514,0.000132898604704446,2,500,1.1987e-17,-0.097882,"<.0005"
63,0.000239591788540799,0.94141629476301,2,500,-0.349,-0.28153,"ns"
64,0.00373488729610266,0.390852765202105,2,500,-0.25813,-0.2804,"ns"
65,0.00855630180846181,0.116840808465928,2,500,-0.16624,-0.26054,"ns"
66,0.00115118623019636,0.748315390122673,2,500,-0.10296,-0.21873,"ns"
67,0.0303906037789221,0.00052955639966612,2,500,-0.04676,-0.18643,"<.001"
68,0.00143637413425254,0.696488152950402,2,500,-0.22108,-0.37388,"ns"
69,0.000436044132969664,0.895960474751025,2,500,-0.1585,-0.34149,"ns"
70,0.0269300190132589,0.00123598261665614,2,500,-0.093018,-0.29235,"<.005"
71,0.0427583657802409,2.62100958985378e-05,2,500,-0.039316,-0.23611,"<.0001"
72,0.0524843881160609,2.52801101385813e-06,2,500,2.5091e-17,-0.20489,"<.0001"
73,0.0364992196537816,0.000119446382992994,2,500,-0.10679,-0.41491,"<.0005"
74,0.0634977358382212,1.83657876573484e-07,2,500,-0.049033,-0.36828,"<.0001"
75,0.0926035208506602,2.04530836711569e-10,2,500,3.6897e-17,-0.30129,"<.0001"
76,0.0804009081419812,3.46055484268248e-09,2,500,0.039316,-0.23611,"<.0001"
77,0.0455001962969116,1.35262026749183e-05,2,500,0.04676,-0.18643,"<.0001"
78,0.0184415797474576,0.0100055868989433,2,500,0.054807,-0.12811,"<.05"
79,4.78726764020706e-05,0.988008850393116,2,500,0.050987,-0.076676,"ns"
80,0.0242117610773079,0.00241006842482205,2,500,0.044495,-0.015575,"<.005"
81,0.118068330296408,6.18394224716212e-13,2,500,5.188e-17,-0.42363,"<.0001"
82,0.122830948794567,2.12052597703405e-13,2,500,0.049033,-0.36828,"<.0001"
83,0.10618462809993,9.11493103217254e-12,2,500,0.093018,-0.29235,"<.0001"
84,0.0361790242129156,0.000129115280087744,2,500,0.10296,-0.21873,"<.0005"
85,0.0034123864841395,0.423820252236826,2,500,0.10478,-0.15427,"ns"
86,0.0125710719940307,0.042937625098535,2,500,0.099452,-0.09574,"<.05"
87,0.0273006550675278,0.00112856953254181,2,500,0.091723,-0.035635,"<.005"
88,0.1372323397024,8.54871728961371e-15,2,500,0.10679,-0.41491,"<.0001"
89,0.111873565725566,2.50488518815928e-12,2,500,0.1585,-0.34149,"<.0001"
90,0.00979596873017182,0.0857365594413095,2,500,0.16624,-0.26054,"ns"
91,0.00458906140551647,0.31544309710262,2,500,0.15297,-0.18922,"ns"
92,0.026380114148922,0.00141455704816373,2,500,0.15394,-0.11866,"<.005"
93,0.049270691873974,5.46179837423999e-06,2,500,0.15112,-0.059346,"<.0001"
94,0.088789896762527,4.93366680842655e-10,2,500,0.22108,-0.37388,"<.0001"
95,0.0130291050294772,0.0383131985803127,2,500,0.25813,-0.2804,"<.05"
96,0.0134709106219557,0.034326815061328,2,500,0.22492,-0.21452,"<.05"
97,0.0339253201942993,0.000223465609880069,2,500,0.20096,-0.14301,"<.0005"
98,0.0513428076890624,3.32279341686004e-06,2,500,0.19145,-0.085584,"<.0001"
99,0.0178650547931008,0.0115399762230075,2,500,0.349,-0.28153,"<.05"
100,0.00180735865706849,0.634422585846377,2,500,0.33631,-0.19112,"ns"
101,0.0318599382346992,0.000369825386233424,2,500,0.27341,-0.16219,"<.0005"
102,0.032880241867739,0.000288310725397367,2,500,0.24052,-0.075603,"<.0005"
103,0.0371973940050529,0.00010080909378285,2,500,0.19461,-0.022574,"<.0005"
104,0.0293304052012119,0.000686360541618414,2,500,0.14086,0.0073253,"<.001"
105,0.0337311771079795,0.000234292033549854,2,500,0.089234,0.023191,"<.0005"
106,0.0377933538065077,8.7227194702999e-05,2,500,0.028292,0.036037,"<.0001"
107,0.000807929006122282,0.815857762277767,2,500,0.41976,-0.1671,"ns"
108,0.0194587101929849,0.00778058137410753,2,500,0.31837,-0.081339,"<.01"
109,0.0118862158961087,0.0509187274078803,2,500,0.25598,0.0011134,"ns"
110,0.0265217662994596,0.00136621909255186,2,500,0.1832,0.042556,"<.005"
111,0.0379687603784668,8.35912997947386e-05,2,500,0.12367,0.07006,"<.0001"
112,0.0437972503437138,2.03949858007535e-05,2,500,0.058411,0.078036,"<.0001"
113,2.21371856330989e-05,0.994437022445868,2,500,0.46317,0.03064,"ns"
114,0.00117420274795567,0.743992653897503,2,500,0.39898,0.074566,"ns"
115,0.00998860619952711,0.0817130704677682,2,500,0.33383,0.039461,"ns"
116,0.000779962674721029,0.821623210640473,2,500,0.22865,0.099464,"ns"
117,0.0230457896181735,0.00321119943078152,2,500,0.15612,0.11703,"<.005"
118,0.0297857403016705,0.00061398988729322,2,500,0.097709,0.1308,"<.001"
119,7.68340683107381e-05,0.980824793304927,2,500,0.45895,0.17222,"ns"
120,8.79859509908162e-05,0.978072504248403,2,500,0.41311,0.15319,"ns"
121,0.000630497939890751,0.853137103853607,2,500,0.34659,0.19108,"ns"
122,0.000701346708584417,0.838050492796415,2,500,0.27006,0.17418,"ns"
123,0.0194066159893728,0.00788140820358219,2,500,0.1756,0.16852,"<.01"
124,0.0356853187624199,0.000145586543904619,2,500,0.12335,0.16655,"<.0005"
125,0.00330115201454627,0.435827268424338,2,500,0.3348,0.24755,"ns"
126,0.000101366716885869,0.974780357510967,2,500,0.22208,0.39445,"ns"
127,2.19886288983071e-05,0.994474250354661,2,500,-0.22208,0.39445,"ns"
128,0.00172747479128195,0.647300220065724,2,500,-0.3348,0.24755,"ns"
