"Chan","T2","Pvals","df1","df2","xpos","ypos","Pvals_cuts"
1,0.0195351587958298,0.030744400644269,2,356,0.27061,0.25813,"<.05"
2,0.0141117312489989,0.0802861493492764,2,356,0.18883,0.2394,"ns"
3,0.0619297285384202,2.01517826496911e-05,2,356,0.11004,0.2174,"<.0001"
4,0.0900182592718168,1.84115333534685e-07,2,356,0.073707,0.18359,"<.0001"
5,0.0682278491782885,6.95615923429482e-06,2,356,0.035595,0.13683,"<.0001"
6,0.0584860945312371,3.61462723061923e-05,2,356,-2.187e-17,0.089291,"<.0001"
7,0.0540598967194437,7.68145643696982e-05,2,356,-0.028292,0.036037,"<.0001"
8,0.00482450900239919,0.420504491620479,2,356,0.15945,0.30209,"ns"
9,0.0610066712471559,2.35639912782304e-05,2,356,0.083862,0.27643,"<.0001"
10,0.0546059763264116,6.99806855207763e-05,2,356,0.050145,0.23852,"<.0001"
11,0.0638830201608097,1.44794211716093e-05,2,356,-4.8953e-17,0.19987,"<.0001"
12,0.0481861692498991,0.000209913692506891,2,356,-0.035595,0.13683,"<.0005"
13,0.0337562526189011,0.00254221179439917,2,356,-0.058411,0.078036,"<.005"
14,0.0218700748964694,0.0203695499779961,2,356,0.044058,0.32872,"<.05"
15,0.0415466967123648,0.000658481355237495,2,356,-6.9342e-17,0.28311,"<.001"
16,0.0528001435916423,9.5252017763281e-05,2,356,-6.0391e-17,0.24656,"<.0001"
17,0.00774784579541028,0.249280305933856,2,356,-8.7824e-17,0.35857,"ns"
18,0.0439063766807497,0.00043824812279003,2,356,-0.050145,0.23852,"<.0005"
19,0.0344742795875969,0.0022436403451791,2,356,-0.073707,0.18359,"<.005"
20,0.0164257545011501,0.053271752632178,2,356,-0.097709,0.1308,"ns"
21,0.0194898683483782,0.0309911729115673,2,356,-0.044058,0.32872,"<.05"
22,0.0124986588215464,0.106921559026568,2,356,-0.083862,0.27643,"ns"
23,0.0297749675806015,0.00509043410514076,2,356,-0.11004,0.2174,"<.01"
24,0.017577695579131,0.043447853888601,2,356,-0.12335,0.16655,"<.05"
25,0.00288817392041933,0.595047761056867,2,356,-0.15945,0.30209,"ns"
26,0.00268527108940495,0.61711880020007,2,356,-0.18883,0.2394,"ns"
27,0.0175736387653069,0.0434790378102625,2,356,-0.1756,0.16852,"<.05"
28,0.0214451764111422,0.0219525595408421,2,356,-0.15612,0.11703,"<.05"
29,0.0288872291859417,0.00594501467921815,2,356,-0.12367,0.07006,"<.01"
30,0.0540001257216286,7.76021914368208e-05,2,356,-0.089234,0.023191,"<.0001"
31,0.0474145449229152,0.000239651240284244,2,356,-0.044495,-0.015575,"<.0005"
