"Chan","Cond","Fvals","FdfNum","FdfDen","Pvals","xpos","ypos","Pvals_cuts","ges","pes","T2btw","T2btw_p","T2btw_df1","T2btw_df2","T2acr","T2acr_p","T2acr_df1","T2acr_df2","T2cbtw","T2cbtw_p","T2cbtw_df1","T2cbtw_df2","T2cacr","T2cacr_p","T2cacr_df1","T2cacr_df2"
1,"Pattern",2.0773190256309,4,448,0.0827883604028172,0.27061,0.25813,"ns",0.0148281855477245,0.0182097461912141,7.66299139770421,0.00231321301242837,2,27,15.9395640279269,2.96171297486936e-07,2,259,0.040033600383513,0.320873851660511,2,54,0.00514823416398266,0.261789219893966,2,518
2,"Pattern",1.91736445828775,4,448,0.106470265547611,0.18883,0.2394,"ns",0.0143829611194472,0.0168311869520982,6.86010995617923,0.00389918882101914,2,27,14.2090467732221,1.3955420683498e-06,2,259,0.0398844548932785,0.322207350864348,2,54,0.00387885300154847,0.364070708970007,2,518
3,"Pattern",1.70890711917191,4,448,0.146892861670774,0.11004,0.2174,"ns",0.0122386301892194,0.0150287885308835,7.36450150783715,0.00280219077086763,2,27,11.0754650360296,2.42466096977978e-05,2,259,0.0562937043282003,0.20493409697659,2,54,0.00686114736144703,0.167864683598763,2,518
4,"Pattern",2.07722747116358,4,448,0.0828003674713333,0.073707,0.18359,"ns",0.0148114729979087,0.0182089582400542,8.74567671109277,0.00117947838036225,2,27,14.9098425790962,7.43276006964777e-07,2,259,0.0576373726642641,0.197545465551464,2,54,0.00676750240650849,0.171989398917264,2,518
5,"Pattern",4.198259734019,4,448,0.00239241103598571,0.035595,0.13683,"<.005",0.0278149809445978,0.0361301429438697,7.7356419381516,0.00220863045587782,2,27,14.4262365917987,1.14764866387951e-06,2,259,0.0666763192989841,0.154507470795077,2,54,0.0114232236606804,0.0515897899474436,2,518
6,"Pattern",5.09196895865468,4,448,0.00050793976845136,-2.187e-17,0.089291,"<.001",0.0329545441573588,0.0434869189060495,4.68142035771593,0.0179692713976323,2,27,9.68768751700986,8.76251730392852e-05,2,259,0.0564222058869498,0.20421525440644,2,54,0.010874821610839,0.0594340012236427,2,518
7,"Pattern",4.04638708732147,4,448,0.00310712184640666,-0.028292,0.036037,"<.005",0.0286751185282782,0.034868703704465,3.59738205528085,0.0412055819665447,2,27,6.88218001938129,0.00122411482539864,2,259,0.0767752651474792,0.117721208611521,2,54,0.0113742670705177,0.0522456349855602,2,518
8,"Pattern",1.5959672673818,4,448,0.174296138006372,0.15945,0.30209,"ns",0.0115386456163592,0.0140495063845464,8.14599200544007,0.00170572772896183,2,27,12.7022155023564,5.46463345463266e-06,2,259,0.0532753193009867,0.222595725308964,2,54,0.00581568533848765,0.220146224737465,2,518
9,"Pattern",3.21729303338816,4,448,0.0127500387425588,0.083862,0.27643,"<.05",0.0233784017741975,0.0279236992007427,10.5758094857842,0.00040566146150034,2,27,14.213443339003,1.39002414689671e-06,2,259,0.0603387326484867,0.183515097688624,2,54,0.00598951332235308,0.210438015676657,2,518
10,"Pattern",1.41490162694841,4,448,0.227973665768543,0.050145,0.23852,"ns",0.0116271974036573,0.0124754472882443,11.19957538098,0.000287208836259767,2,27,15.2470469765596,5.49512104264238e-07,2,259,0.077313943759366,0.116034949022645,2,54,0.00562115872567211,0.231544604591097,2,518
11,"Pattern",4.45897217240716,4,448,0.00152511367546972,-4.8953e-17,0.19987,"<.005",0.0292553850220466,0.0382879231134382,11.1971949614684,0.000287582773806472,2,27,16.9958153817354,1.16029682639684e-07,2,259,0.083364702876875,0.0987269244740004,2,54,0.0118022872666637,0.0467835935375914,2,518
12,"Pattern",4.10558415861373,4,448,0.00280637336583585,-0.035595,0.13683,"<.005",0.0275177286354993,0.035360781209326,10.5632753702541,0.000408523337700584,2,27,17.5039568784087,7.41013819194336e-08,2,259,0.0992353236076079,0.0649231279465239,2,54,0.0157955078853493,0.0167365436269793,2,518
13,"Pattern",4.3549152982992,4,448,0.00182573268733915,-0.058411,0.078036,"<.005",0.0281202853656695,0.0374278584375615,4.69570089488195,0.0177798142999499,2,27,9.54474209798956,0.000100096312514841,2,259,0.0863652616394279,0.09115947932619,2,54,0.0157081321721296,0.0171165065325204,2,518
14,"Pattern",1.67423823403198,4,448,0.154853418020603,0.044058,0.32872,"ns",0.0120412065723765,0.0147283875400605,7.71428739299879,0.00223883365421673,2,27,10.6269570165732,3.66754983560647e-05,2,259,0.0648467646616825,0.162357260294149,2,54,0.00871097185485845,0.103971055696541,2,518
15,"Pattern",2.25653463103252,4,448,0.0622009501732737,-6.9342e-17,0.28311,"ns",0.0158649630449662,0.0197497205592619,18.2151843036291,9.82648377023665e-06,2,27,22.7991939324807,7.57870877166056e-10,2,259,0.116907099951102,0.0410180207140909,2,54,0.013832520753219,0.0277267722885521,2,518
16,"Pattern",4.36300026916002,4,448,0.00180040635837135,-6.0391e-17,0.24656,"<.005",0.029328980757095,0.0374947385257164,11.9602797045665,0.00019070104520913,2,27,20.2569209031823,6.70395650104183e-09,2,259,0.0961238575526448,0.0704475628557129,2,54,0.0147801063554375,0.021727820258731,2,518
17,"Pattern",2.82355461365721,4,448,0.0246240679431698,-8.7824e-17,0.35857,"<.05",0.0191259442537996,0.0245903780209342,14.632311730025,4.95715717935274e-05,2,27,15.0699076107736,6.43941640232626e-07,2,259,0.132133283181765,0.0277860662676275,2,54,0.0164224489835785,0.0142474337007459,2,518
18,"Pattern",2.68747426920085,4,448,0.0308365645586837,-0.050145,0.23852,"<.05",0.0171634609869271,0.0234330234084034,11.9721813517387,0.000189501656533642,2,27,17.0972781539731,1.06079158346262e-07,2,259,0.078224353837578,0.113241745109363,2,54,0.0102507524305986,0.06982785657316,2,518
19,"Pattern",3.2985077147775,4,448,0.0111185725377976,-0.073707,0.18359,"<.05",0.021895719477248,0.0286084163633519,10.7077121012917,0.000376816843777883,2,27,15.4588765135304,4.54706901020785e-07,2,259,0.0593539788526831,0.188506028899808,2,54,0.00769405890765397,0.135280575842615,2,518
20,"Pattern",4.08387617010428,4,448,0.00291315839650899,-0.097709,0.1308,"<.005",0.0264050085166889,0.0351803911519972,10.4991726307693,0.000423502748900129,2,27,13.5001075157216,2.64774327085604e-06,2,259,0.0594042406699826,0.188247913984095,2,54,0.00838062952672534,0.113249770159059,2,518
21,"Pattern",3.26621254840944,4,448,0.0117412104124762,-0.044058,0.32872,"<.05",0.0198717453252628,0.0283362528896983,14.3380895895893,5.71312326546058e-05,2,27,16.3431270934349,2.06872230679167e-07,2,259,0.127589256385345,0.0311926100794284,2,54,0.0185716930245976,0.00820992133938314,2,518
22,"Pattern",2.03513560879307,4,448,0.0884985552489093,-0.083862,0.27643,"ns",0.0132071770307682,0.0178465663054479,17.69386797605,1.22905487391911e-05,2,27,16.0228518861102,2.75007772665425e-07,2,259,0.114170343341035,0.0440187511744251,2,54,0.015421584464344,0.018424426132671,2,518
23,"Pattern",2.67021425297456,4,448,0.0317258514541734,-0.11004,0.2174,"<.05",0.0172871368341947,0.0232860317770383,13.8921965500394,7.10465960181983e-05,2,27,17.7498782855797,5.96787474993477e-08,2,259,0.0660375771973526,0.157202312791504,2,54,0.00802529640752381,0.124160779163058,2,518
24,"Pattern",2.74795702106267,4,448,0.0279071933342645,-0.12335,0.16655,"<.05",0.0168113230722803,0.023947764233905,12.6218404662135,0.000134882293632899,2,27,15.193239111206,5.76617838143889e-07,2,259,0.0659035646594329,0.157773869174232,2,54,0.00991674947635196,0.0761215091068906,2,518
25,"Pattern",1.42734406923714,4,448,0.223862384365803,-0.15945,0.30209,"ns",0.00817754192011321,0.0125837740533348,14.8050300641368,4.56401431438991e-05,2,27,16.4776685774256,1.83587540614205e-07,2,259,0.0847084968075273,0.0952603772673669,2,54,0.0138983639330016,0.0272608115040374,2,518
26,"Pattern",2.67843398057422,4,448,0.0312992883284357,-0.18883,0.2394,"<.05",0.0155138475916043,0.023356039035447,12.0987414001506,0.000177237084631243,2,27,16.8322049664377,1.34095992310179e-07,2,259,0.0885905628254433,0.0859374239694251,2,54,0.0158747712943809,0.0163991869600166,2,518
27,"Pattern",1.40280878969306,4,448,0.232032962672879,-0.1756,0.16852,"ns",0.00848199160211184,0.0123701414864828,13.0381670128612,0.00010895531368682,2,27,14.4422428886768,1.13123966594131e-06,2,259,0.025986248381407,0.475553472032164,2,54,0.00301953516873038,0.455252953848743,2,518
28,"Pattern",1.73927916084471,4,448,0.140229873473708,-0.15612,0.11703,"ns",0.012282865703423,0.0152918074888193,8.88199022281908,0.00108610897347261,2,27,11.5748079604212,1.53189477836158e-05,2,259,0.0215779372393428,0.538687903471881,2,54,0.00101712347796649,0.766950305373235,2,518
29,"Pattern",2.86480916584406,4,448,0.0229942450774395,-0.12367,0.07006,"<.05",0.0204536679575946,0.0249407036554407,5.8463450163316,0.00776998783720861,2,27,8.64136449084591,0.000232814751488175,2,259,0.0266037888843839,0.467342574641404,2,54,0.00228959680801704,0.5505175580154,2,518
