"Chan","T2","Pvals","df1","df2","xpos","ypos","Pvals_cuts"
107,0.0768090111881168,4.11284162282755e-09,2,518,0.41976,-0.1671,"<.0001"
108,0.00216940286725902,0.568021429511428,2,518,0.31837,-0.081339,"ns"
109,0.0183378775468716,0.00871682431788012,2,518,0.25598,0.0011134,"<.01"
110,0.0668862904052588,4.6021621846748e-08,2,518,0.1832,0.042556,"<.0001"
111,0.0795191442058373,2.13489359524033e-09,2,518,0.12367,0.07006,"<.0001"
112,0.0622530122280832,1.43239751948521e-07,2,518,0.058411,0.078036,"<.0001"
113,0.0235953099102947,0.00227380479060402,2,518,0.46317,0.03064,"<.005"
114,0.000603128242224037,0.854389027791858,2,518,0.39898,0.074566,"ns"
115,0.00302135650577615,0.455037248552568,2,518,0.33383,0.039461,"ns"
116,0.0319299476989321,0.000273981555749536,2,518,0.22865,0.099464,"<.0005"
117,0.0629211055749553,1.21570299604912e-07,2,518,0.15612,0.11703,"<.0001"
118,0.0582849432014718,3.80272441535823e-07,2,518,0.097709,0.1308,"<.0001"
119,0.00439780447122005,0.318131325739789,2,518,0.45895,0.17222,"ns"
120,0.000103833521251632,0.973264755733573,2,518,0.41311,0.15319,"ns"
121,0.00170284712442197,0.641425520514274,2,518,0.34659,0.19108,"ns"
122,0.0107831470560954,0.0608575108857528,2,518,0.27006,0.17418,"ns"
123,0.0378540729056062,6.15210756164108e-05,2,518,0.1756,0.16852,"<.0001"
124,0.0488237571041093,3.9593322489484e-06,2,518,0.12335,0.16655,"<.0001"
125,0.00228922098930045,0.550571435900108,2,518,0.3348,0.24755,"ns"
126,0.0127524526219525,0.036619105720257,2,518,0.22208,0.39445,"<.05"
127,0.00495735090364914,0.275092612938101,2,518,-0.22208,0.39445,"ns"
128,0.000141561114683771,0.963729316486406,2,518,-0.3348,0.24755,"ns"
