"Chan","Cond","Fvals","FdfNum","FdfDen","Pvals","xpos","ypos","Pvals_cuts","ges","pes"
1,"Pattern",0.948378069997383,4,272,0.436438915782975,0.27061,0.25813,"ns",0.0049804580708362,0.0137549003550827
2,"Pattern",4.51977049680456,4,272,0.00149889430090438,0.18883,0.2394,"<.005",0.0399153456685498,0.0623246663060484
3,"Pattern",2.56694303549864,4,272,0.0385249974154988,0.11004,0.2174,"<.05",0.0182785511553305,0.0363759988045301
4,"Pattern",5.41814012973833,4,272,0.000327180323367262,0.073707,0.18359,"<.0005",0.0371667433519808,0.0737983844341991
5,"Pattern",5.77476420599974,4,272,0.000178609561908255,0.035595,0.13683,"<.0005",0.0364257357830204,0.0782756036993217
6,"Pattern",5.28088670910177,4,272,0.000412976017277144,-2.187e-17,0.089291,"<.0005",0.0315266491120776,0.0720636300440107
7,"Pattern",6.75803421973436,4,272,3.36825274570589e-05,-0.028292,0.036037,"<.0001",0.0304335886102601,0.0903987683767961
8,"Pattern",0.961956374849863,4,272,0.42881504655032,0.15945,0.30209,"ns",0.00478135788755921,0.0139490876624939
9,"Pattern",2.4098805648626,4,272,0.0495973611273872,0.083862,0.27643,"<.05",0.0178138694044838,0.0342264543772743
10,"Pattern",3.67468711550674,4,272,0.00620956812217793,0.050145,0.23852,"<.01",0.0246180017428237,0.0512689662611966
11,"Pattern",6.69827032036867,4,272,3.72731287535822e-05,-4.8953e-17,0.19987,"<.0001",0.0441495287116775,0.0896710230590465
12,"Pattern",6.70541180928354,4,272,3.68246550131845e-05,-0.035595,0.13683,"<.0001",0.0409480589233824,0.0897580462631258
13,"Pattern",6.36560268581047,4,272,6.55243117124906e-05,-0.058411,0.078036,"<.0001",0.0394927944209863,0.085598750711464
14,"Pattern",2.19299474355952,4,272,0.0700378014097209,0.044058,0.32872,"ns",0.0123170104638568,0.0312423590355608
15,"Pattern",3.75187051359432,4,272,0.00545742340843612,-6.9342e-17,0.28311,"<.01",0.0227289534361432,0.052289515057081
16,"Pattern",5.1619369742223,4,272,0.000505296141362342,-6.0391e-17,0.24656,"<.001",0.031184046120988,0.0705549523113507
17,"Pattern",2.5428869483298,4,272,0.0400502216576877,-8.7824e-17,0.35857,"<.05",0.0158923961957728,0.0360473898692632
