"Channel","t","df","p","CI.low","CI.high"
40,2.8464243332607,27,0.0083428309900016,0.10698447696292,0.254903320546376
41,4.10501108582847,27,0.000335039510103815,0.111726853685877,0.178450894962887
42,3.66777504362434,27,0.00105842185516372,0.102111865785649,0.162472758280008
43,4.77119005902988,27,5.63338667224193e-05,0.112216096069549,0.16333261368662
44,3.80588029527671,27,0.00073795648516144,0.10641084603628,0.172076833973524
45,5.24127517084911,27,1.59352002029465e-05,0.144257745330518,0.22906632073483
46,4.12585767422126,27,0.000316988462056111,0.112877492527736,0.181207522010594
47,3.73143227010792,27,0.000896640148286884,0.109003526528279,0.183914673322424
48,4.34662333047309,27,0.00017595650565213,0.110682161301234,0.168512846851075
49,3.99438309743968,27,0.000449193309093688,0.106566554375543,0.166189334729271
50,3.99953822229925,27,0.000443110080353467,0.129236164530374,0.236464154161951
51,3.35938187185837,27,0.00234035402038311,0.111013516859769,0.21354808421747
52,4.10965419628655,27,0.000330933197147675,0.109819140927328,0.172588317808977
53,3.71336287813788,27,0.000939928896137928,0.0979766060290746,0.146468077766156
54,3.3762073615679,27,0.00224227943330218,0.0911832696163347,0.130969981253781
55,3.60549881951953,27,0.00124411824730059,0.0941801333568335,0.136010627330776
56,4.97075301816966,27,3.29459797898475e-05,0.113684545501244,0.163370759709284
57,3.6349605057535,27,0.00115261718230216,0.11581868801883,0.212960430772636
58,5.06442908836628,27,2.5614827972719e-05,0.152423129000432,0.253332764651956
59,4.49063171183077,27,0.000119657545477459,0.132657857227997,0.224051222583007
60,4.98063478094661,27,3.20825439964158e-05,0.12660203645926,0.19421980640256
61,5.95169618249543,27,2.40306469257595e-06,0.131767631252434,0.187984199156033
62,7.05450620599839,27,1.38733816957978e-07,0.169923196829743,0.245045909954252
63,5.00469995485903,27,3.00734335177638e-05,0.119327838061271,0.176285442168593
64,4.81607717295109,27,4.99309351313271e-05,0.132128681552023,0.211976364665662
65,6.18507803558775,27,1.30099965093014e-06,0.186864844254245,0.29460998823364
66,6.80525547775584,27,2.61342113581574e-07,0.182097310334668,0.271669147346559
67,7.2455550551729,27,8.58090019868318e-08,0.193178346952919,0.283912043078702
68,5.16885070173229,27,1.93522210791361e-05,0.131718414977928,0.20198908475316
69,7.20755364931164,27,9.43805798936551e-08,0.176466606461641,0.254567484928831
70,7.42488583892608,27,5.4883419326898e-08,0.275859395181438,0.426712265883968
71,8.96386560367597,27,1.40532281784832e-09,0.27070269469199,0.384906320544464
72,6.9756917457491,27,1.69359134294646e-07,0.237470145295326,0.370090526046634
73,6.89176571741326,27,2.0960400954972e-07,0.192768533110199,0.289787205357526
74,7.8439353819651,27,1.96224552483139e-08,0.294709596178198,0.448003722536185
75,6.53727153817089,27,5.20345585166253e-07,0.331651722543697,0.563400086760812
76,7.08911937875132,27,1.2712741898474e-07,0.293407843881619,0.46861195249738
77,6.80242047839667,27,2.63242127797662e-07,0.213941295710969,0.331074100744314
78,5.25387166984814,27,1.54060210397065e-05,0.138065217238353,0.214603965337456
79,3.16765299595968,27,0.00379446052091438,0.0906196409116398,0.135769886052608
80,3.43388157964893,27,0.00193536647994613,0.0899379471873949,0.124366645068215
81,7.24943020313211,27,8.49807487253914e-08,0.277854416460313,0.43537476436612
82,7.09357284625949,27,1.25707681963013e-07,0.313422799129706,0.504763060845258
83,8.51193354826287,27,3.99175022575062e-09,0.29714552286921,0.436135856018995
84,6.09097741213543,27,1.66525090048752e-06,0.218246345369123,0.360384377770771
85,5.5122388754321,27,7.71776633100805e-06,0.151771901317683,0.23885058548758
86,3.90909312296641,27,0.000562622099932316,0.0999447530374896,0.147674544953589
87,3.56485703375684,27,0.00138204125209333,0.0922203576369605,0.129859127798974
88,6.26770027787596,27,1.04819281001458e-06,0.22621477253764,0.370150935355484
89,6.27573002617175,27,1.0264468614986e-06,0.214359133979943,0.346503516947463
90,5.97509283992124,27,2.25922409539739e-06,0.204215996623225,0.335876985442657
91,5.83969728361877,27,3.23106875099278e-06,0.169198748274497,0.26762926399555
92,4.44212249496524,27,0.000136269766959411,0.114441818272503,0.176416589878541
93,3.88561221354858,27,0.000598510279669719,0.103076265368678,0.158424959834946
94,5.4300880383074,27,9.61162307366087e-06,0.150721581900214,0.23864195203285
95,4.90656674880979,27,3.91496506207355e-05,0.145380874179225,0.241747464704777
96,5.16753061999822,27,1.94208993430573e-05,0.161725680907606,0.271548427851552
97,4.80324001017147,27,5.16839818859368e-05,0.127464788661395,0.20072893055625
98,4.2320104731718,27,0.000238955559343199,0.110546240413176,0.171161268072042
99,4.19066002084178,27,0.000266790648891458,0.111886427167473,0.176244684922924
100,3.38189259229832,27,0.00221004791719283,0.101629846780748,0.173477479315837
101,4.60288494686861,27,8.85402318738172e-05,0.130569232976397,0.214581255678904
102,4.06812595748095,27,0.000369496932556447,0.11499784509779,0.18959978189526
103,4.89112010540248,27,4.08094443163045e-05,0.117408990251512,0.173871729414218
104,4.7509290410643,27,5.94866318367829e-05,0.10788908865273,0.152810612314725
105,5.01069520387341,27,2.9592841161859e-05,0.105233309488259,0.142527749223518
106,4.98595648613531,27,3.16269788436863e-05,0.103521780546101,0.138736923730358
107,3.3208633330699,27,0.00258072874818501,0.0948678874030132,0.148304663174973
108,4.79525340095204,27,5.28055343745973e-05,0.132443441904522,0.213368027801833
109,3.53830350585241,27,0.00148007432872265,0.119438866106102,0.232891307636278
110,4.80813671652897,27,5.10081450050826e-05,0.122010335406011,0.187023586935631
111,5.79124934138866,27,3.67362813835513e-06,0.119565939664498,0.16480437500531
112,5.17498599169254,27,1.9036214220717e-05,0.112329078651994,0.15698514310085
113,4.3001312844163,27,0.000199234913302906,0.103571280854094,0.149618856028888
114,4.11095994054625,27,0.000329787388560226,0.110778146884769,0.175418733518758
115,5.46009472604427,27,8.87090106947347e-06,0.155799395799517,0.249059559686361
116,4.0044599722982,27,0.000437377963816882,0.129510069237749,0.237043422856727
117,6.23655816081092,27,1.13704446190354e-06,0.134085241663505,0.188747759753984
118,5.87563354793652,27,2.93794373904181e-06,0.129823564116002,0.185072035006711
119,3.66382459046765,27,0.00106935115839131,0.1020978333899,0.162570927712777
120,3.69473410318046,27,0.000986694978090294,0.103235877335786,0.165413851202082
121,4.41484746097991,27,0.000146596698996216,0.114157172605241,0.176352964492177
122,3.97431402873967,27,0.000473668447247914,0.120339638401945,0.209984336514548
123,6.31367001529638,27,9.29723197680431e-07,0.138362239050126,0.196153973850068
124,6.25737029933182,27,1.07685681795306e-06,0.138695671997261,0.197586422449236
125,4.8446491562903,27,4.62395366409682e-05,0.11704062027512,0.173901599246411
126,5.28429802133705,27,1.41995012653436e-05,0.118039588826777,0.168435093196952
127,5.73987686925737,27,4.21007316699136e-06,0.12649179277063,0.180066718716368
128,5.91318985241027,27,2.66026435538408e-06,0.119761937431739,0.163780053938339
