"Channel","t","df","p","CI.low","CI.high"
47,8.98168331853104,28,9.74827319262931e-10,0.872555321271597,1.28136619002199
48,9.37606242801049,28,3.91303570704185e-10,0.933240987392142,1.35397810458015
49,7.8585355921742,28,1.4676149022479e-08,0.952445389918354,1.49661467265437
50,9.50277070609414,28,2.93113001383418e-10,0.999386557021884,1.44932472362651
51,8.28504539903013,28,5.13965382005548e-09,0.939912990911706,1.43863528197622
52,8.61542383400426,28,2.31770686537262e-09,1.01906137267693,1.54207005410793
53,9.33121220638808,28,4.33658338919172e-10,0.98293928167162,1.43422435845098
54,10.3688974050192,28,4.30010743987297e-11,0.94569715286586,1.32236331776162
55,8.58711744780306,28,2.47997957039454e-09,0.957521742226398,1.44423703548031
56,10.9045096056455,28,1.3759887340353e-11,0.95225814555154,1.30917884954666
57,6.90659918854748,28,1.65733321360294e-07,0.960920482147897,1.61886365927784
58,10.2835759286159,28,5.17301854898959e-11,1.17968025465704,1.67665033225737
59,8.65735636192153,28,2.09703532224949e-09,1.1730009779017,1.78811672160309
60,9.48630459480038,28,3.0429151707389e-10,1.15870289060291,1.69738900877871
61,9.60789248419307,28,2.31006820307485e-10,1.11508354422861,1.62146613136221
62,8.51929411946657,28,2.91778707547964e-09,1.20771233663996,1.85792840739239
63,8.64460246332314,28,2.16177932953119e-09,0.95741639108322,1.4398245892816
64,9.58543722809265,28,2.43031133129255e-10,1.1258560114758,1.63960273909062
65,11.6147237571145,28,3.20427713325904e-12,1.47976679491326,2.03609704295777
66,11.4295725623871,28,4.65824312230237e-12,1.50241372984088,2.07961403909865
67,8.55658551847937,28,2.66808629925718e-09,1.30725661932143,2.01640883933097
68,9.13239993560383,28,6.86093444166818e-10,1.12977350336936,1.67864105486
69,10.3587667711776,28,4.39530170613693e-11,1.29196153094582,1.83978716191145
70,11.6857947023919,28,2.77853861210814e-12,1.63148426970133,2.24820634047868
71,9.72453868198248,28,1.77667864612006e-10,1.47104459941037,2.15971154742668
72,8.69378333851565,28,1.92282594022724e-09,1.35757775284618,2.08311161878649
73,9.7404639529399,28,1.71436076117411e-10,1.22433407177965,1.7801764130177
74,11.3145044427916,28,5.88962568826557e-12,1.41620974611502,1.96246451829287
75,10.8847485320138,28,1.43416759233465e-11,1.47922801835366,2.08126723266659
76,10.9081465239789,28,1.36554835197343e-11,1.52167074846865,2.14174587415294
77,9.32902438679043,28,4.35840817849846e-10,1.35564270490355,2.01678416978311
78,9.61237472551056,28,2.28680661680625e-10,1.17165864720464,1.70838350623102
79,11.6463095114355,28,3.00734155570297e-12,0.998225522504929,1.34718157597828
80,10.762755610785,28,1.85390474603787e-11,0.889999160856666,1.22345642832894
81,11.2365981844085,28,6.90941848921598e-12,1.32861066820161,1.84043858892048
82,11.6596259427088,28,2.92808670687176e-12,1.45010733815693,1.99119605095325
83,12.0612212546926,28,1.32107294861247e-12,1.52610115477837,2.07658121968736
84,10.8131107341858,28,1.66714249229974e-11,1.51394254995898,2.13712882880119
85,9.82213365712072,28,1.42824689868821e-10,1.31220136972347,1.90851085642599
86,8.97108599501456,28,9.99315260156698e-10,0.971016706924225,1.43872245160367
87,11.6188354864569,28,3.17790720505997e-12,0.854281537728815,1.14262122956755
88,10.8869711177142,28,1.42749976221868e-11,1.28245117579376,1.79312981782049
89,10.6709060328631,28,2.25191030832837e-11,1.30595930736746,1.84060411928804
90,11.243286744027,28,6.81514197279583e-12,1.57663817956476,2.19860340534067
91,10.6520871785817,28,2.34375634763577e-11,1.36576769235384,1.93006089282535
92,9.30201054138623,28,4.63735281787973e-10,1.01497916870481,1.48617707149873
93,8.26487989370074,28,5.39817457571521e-09,0.829885143624467,1.25771407008674
94,10.3934720053217,28,4.07788521721646e-11,1.12394993535039,1.58701592298137
95,10.3106170704868,28,4.87823136126814e-11,1.23665005817761,1.76024207691969
96,9.52415544593122,28,2.79220810022207e-10,1.34194872481906,1.97832866483685
97,9.53759032075959,28,2.70840143416226e-10,1.07835453225512,1.56939871108308
98,8.77336167290022,28,1.59191596864417e-09,0.884891283368301,1.31388106902019
99,10.0656631408585,28,8.32834451406287e-11,1.05477406225929,1.50142501095451
100,9.28310615461831,28,4.84338698933076e-10,0.978993542754654,1.43104500714769
101,9.83452334723594,28,1.38933176604611e-10,1.10579347422646,1.59254861036908
102,8.64992943600542,28,2.13449225394287e-09,0.873151101753001,1.30287614586471
103,8.81341150379715,28,1.44803483632795e-09,0.84165659010965,1.24192422469362
104,9.22696897995891,28,5.51228018392114e-10,0.830694178009306,1.2016461022926
105,12.1844107135636,28,1.03867646574101e-12,0.842182165943905,1.10954251771624
106,10.7779278604728,28,1.79547187205524e-11,0.929396763359378,1.28076399047188
107,9.54031783237833,28,2.69170463290629e-10,0.900385067774131,1.29393113123483
108,11.3822506371891,28,5.12899658601319e-12,0.964136509290489,1.30800233239602
109,7.97061290134946,28,1.11142255981947e-08,0.856310001840606,1.32367718102821
110,9.17403278852157,28,6.22980984826764e-10,0.848186992584631,1.23195205064969
111,10.1873211358513,28,6.37930914854641e-11,0.866467409351643,1.21165567582536
112,10.8557103341139,28,1.52428363759405e-11,0.957366628203041,1.31864121603824
113,12.2625883307458,28,8.92435620285551e-13,0.942345619118259,1.24783428124886
114,8.84198518150022,28,1.35357710603635e-09,0.969600792700406,1.44534066228251
115,9.94298111802531,28,1.09181674527361e-10,0.997529861518494,1.42141545037258
116,11.265031371762,28,6.51768532116367e-12,0.979562854552955,1.33465909871311
117,11.3019569780351,28,6.04277716035392e-12,0.98854753780351,1.34620457592845
118,11.6308163510948,28,3.10233541112133e-12,1.07772430956511,1.46123307219674
119,11.6628264232515,28,2.90936084645948e-12,0.971834009094279,1.30894485360229
120,11.734487137537,28,2.52083230683218e-12,1.01803549074681,1.3721936119776
121,8.12904973222071,28,7.52329417604845e-09,1.05338348961851,1.64135063731544
122,6.77514127059059,28,2.33576546200706e-07,1.0189199409476,1.7454315720289
123,10.3993972531285,28,4.02609160293104e-11,1.04214165752303,1.46474572419113
124,11.0771724586496,28,9.60164951909506e-12,1.08104012885589,1.48957020636663
125,12.8732408678935,28,2.79080016495822e-13,1.10640508652679,1.45675113447265
126,10.1285102654264,28,7.2550974506148e-11,1.06435259492563,1.512386043505
127,9.01044767568146,28,9.11410425734663e-10,1.07969853481709,1.60871383071683
128,10.5839823149222,28,2.70957968791912e-11,1.09429547681786,1.53279280332131
