"Channel","t","df","p","CI.low","CI.high"
119,10.9267101873122,28,1.3135125526457e-11,0.502127206874788,0.697678729246938
120,11.1101399825724,28,8.96780712466016e-12,0.530870558299862,0.735458563914649
121,8.20664877086987,28,6.22187777000329e-09,0.543526520058304,0.852993262190596
122,6.49219720404565,28,4.91903924054525e-07,0.488555358097514,0.866738015055794
123,9.53348664209338,28,2.73372295612792e-10,0.584186912381738,0.86105091231356
124,9.3748125801286,28,3.92424468109968e-10,0.635943200087343,0.947744801599289
125,11.4033821095308,28,4.91301415671943e-12,0.56921806495526,0.784186514283064
126,7.84370009021507,28,1.52281028260114e-08,0.562587714834802,0.904910556301648
127,8.28114713173646,28,5.18862363722455e-09,0.596925845225479,0.937793280048827
128,10.0297149156822,28,9.01422637945727e-11,0.589125067658718,0.851310139907153
